id,province,carcolour,hp,gender,age,lic_years,pastclaims,exp_years
7577,KZN,White,80,0,60,40,4,0.186173854
7578,EC,Red,81,0,29,10,0,0.054757016
7579,FS,Blue,218,0,87,67,1,0.027378508
7580,KZN,Black,128,1,66,46,2,0.073921971
7581,EC,Black,97,1,36,17,0,0.435318275
7582,WC,Green,246,1,50,31,0,0.191649555
7583,KZN,Red,173,1,71,53,0,0.057494867
7584,NW,White,128,0,65,46,1,0.112251882
7585,EC,White,91,0,27,8,1,0.219028063
7586,WC,Blue,179,1,31,13,1,0.183436003
7587,EC,Red,84,0,18,0,1,0.076659822
7588,WC,Blue,84,0,29,10,1,0.240930869
7589,WC,Green,101,1,38,20,1,0.060232717
7590,WC,Black,127,0,61,42,2,0.114989733
7591,KZN,Silver,72,0,64,46,1,0.449007529
7592,WC,Blue,164,0,21,2,1,0.251882272
7593,GP,White,201,0,48,30,4,0.388774812
7594,GP,White,117,1,28,9,0,0.473648186
7595,FS,Silver,58,0,28,10,0,0.424366872
7596,MP,Red,157,0,86,67,2,0.101300479
7597,MP,Black,175,0,47,29,1,0.090349076
7598,GP,Green,106,0,80,61,1,0.024640657
7599,GP,White,155,0,58,39,2,0.355920602
7600,WC,Black,119,0,27,9,2,0.213552361
7601,WC,White,202,0,52,34,2,0.358658453
7602,MP,Black,168,1,67,48,1,0.405201916
7603,WC,White,291,1,36,18,4,0.380561259
7604,KZN,Black,169,0,26,7,1,0.41889117
7605,FS,Red,230,0,80,62,1,0.169746749
7606,EC,Black,138,0,20,0,1,0.156057495
7607,WC,Red,76,0,31,13,2,0.290212183
7608,GP,Red,116,0,45,26,1,0.027378508
7609,WC,White,56,1,22,4,0,0.227241615
7610,EC,Black,86,0,61,43,0,0.413415469
7611,WC,White,83,0,30,10,0,0.145106092
7612,FS,White,126,0,47,29,1,0.1724846
7613,GP,White,159,0,85,65,2,0.002737851
7614,WC,White,197,0,49,30,0,0.31211499
7615,EC,Silver,33,0,24,5,1,0.421629021
7616,WC,Blue,106,1,31,13,1,0.098562628
7617,NW,White,298,0,75,56,0,0.180698152
7618,GP,White,143,0,34,14,0,0.180698152
7619,WC,Black,222,1,77,58,1,0.019164956
7620,MP,Green,325,0,52,34,2,0.024640657
7621,GP,Yellow,168,1,74,56,2,0.062970568
7622,WC,Silver,138,0,78,59,0,0.221765914
7623,EC,White,207,0,43,25,1,0.194387406
7624,WC,White,105,0,38,20,2,0.295687885
7625,NW,Black,116,1,31,13,1,0.473648186
7626,NW,White,106,1,20,2,0,0.251882272
7627,GP,Black,78,0,21,2,1,0.399726215
7628,NW,Black,306,1,73,55,1,0.229979466
7629,GP,White,115,0,29,11,2,0.17522245
7630,KZN,White,73,1,62,44,2,0.052019165
7631,WC,White,107,0,84,66,0,0.446269678
7632,MP,Green,119,1,21,3,2,0.314852841
7633,NW,Black,80,0,68,49,0,0.205338809
7634,GP,Black,187,0,31,13,1,0.019164956
7635,WC,Green,184,1,22,4,2,0.06844627
7636,GP,Red,72,1,81,62,1,0.167008898
7637,KZN,White,103,0,40,22,0,0.432580424
7638,FS,White,57,1,68,49,2,0.427104723
7639,GP,Green,186,0,87,68,1,0
7640,GP,White,187,0,65,47,1,0.459958932
7641,NW,Black,205,1,48,29,2,0.262833676
7642,MP,White,80,1,26,7,0,0.254620123
7643,NC,White,105,0,65,47,0,0.021902806
7644,EC,White,169,0,51,32,0,0.240930869
7645,KZN,Black,151,0,27,7,0,0.032854209
7646,FS,Blue,312,0,23,5,1,0.306639288
7647,WC,Blue,98,0,24,6,0,0.281998631
7648,FS,Silver,69,0,63,45,1,0.117727584
7649,WC,Black,99,0,34,15,2,0.125941136
7650,WC,Red,194,0,20,2,0,0.325804244
7651,GP,Yellow,115,1,82,64,0,0.073921971
7652,WC,White,167,1,40,21,0,0.479123888
7653,NW,White,69,0,26,7,2,0.03559206
7654,KZN,Black,59,0,23,5,2,0.227241615
7655,WC,White,52,0,63,45,1,0.090349076
7656,FS,Green,309,1,26,8,1,0.213552361
7657,EC,Red,94,0,32,14,2,0.197125257
7658,GP,Green,134,1,18,0,1,0.087611225
7659,KZN,White,275,0,31,12,1,0.372347707
7660,KZN,Silver,151,1,19,0,0,0.106776181
7661,KZN,Green,108,0,56,38,3,0.134154689
7662,KZN,Silver,94,1,62,44,0,0.405201916
7663,GP,White,177,0,23,5,0,0.323066393
7664,NC,Green,201,1,52,34,0,0.060232717
7665,GP,Red,234,1,53,35,2,0.002737851
7666,NW,Black,129,1,76,58,2,0.481861739
7667,GP,White,82,0,73,55,1,0.298425736
7668,EC,Red,184,1,71,53,2,0.186173854
7669,KZN,Silver,192,0,60,42,1,0.375085558
7670,WC,White,107,0,67,49,5,0.479123888
7671,KZN,White,98,0,82,63,1,0.396988364
7672,WC,Green,185,1,29,11,0,0.07118412
7673,GP,White,158,1,35,16,0,0.479123888
7674,FS,White,77,0,22,4,1,0.213552361
7675,NW,Yellow,153,0,20,1,1,0.320328542
7676,FS,White,48,0,22,4,4,0.205338809
7677,KZN,Silver,164,1,42,24,2,0.249144422
7678,WC,White,110,0,45,26,0,0.019164956
7679,WC,Red,161,1,20,2,0,0.013689254
7680,FS,Black,112,1,51,33,0,0.372347707
7681,WC,Red,63,0,22,3,2,0.407939767
7682,KZN,Yellow,139,0,87,68,2,0.334017796
7683,WC,White,61,0,80,61,0,0.013689254
7684,MP,White,149,1,24,6,0,0.454483231
7685,EC,White,104,0,47,29,0,0.260095825
7686,WC,White,92,0,20,2,2,0.082135524
7687,NC,Red,260,0,47,28,0,0.013689254
7688,WC,Red,42,1,38,20,0,0.309377139
7689,WC,White,156,1,73,55,2,0.331279945
7690,WC,Black,152,1,28,10,0,0.262833676
7691,GP,Red,89,0,49,30,1,0.229979466
7692,WC,White,171,0,84,65,0,0.041067762
7693,KZN,White,220,0,62,44,5,0.079397673
7694,GP,Silver,50,0,52,33,0,0.167008898
7695,NW,Black,87,1,28,10,0,0.117727584
7696,FS,Red,120,1,63,45,0,0.323066393
7697,NW,Silver,67,0,37,19,0,0.271047228
7698,GP,Red,166,1,83,65,2,0.019164956
7699,WC,White,195,1,74,56,3,0.260095825
7700,WC,Green,110,0,26,7,2,0.290212183
7701,WC,White,176,1,81,62,0,0.468172485
7702,GP,White,146,1,18,0,2,0.369609856
7703,EC,Red,268,0,47,27,4,0.246406571
7704,NW,Yellow,351,1,81,61,1,0.405201916
7705,GP,Green,100,0,32,14,1,0.377823409
7706,GP,White,156,1,37,19,0,0.334017796
7707,WC,White,58,0,28,10,1,0.082135524
7708,EC,White,173,0,23,4,1,0.435318275
7709,FS,Black,106,1,20,2,1,0.177960301
7710,KZN,Blue,138,1,32,14,1,0.457221081
7711,FS,White,148,1,29,11,1,0.057494867
7712,GP,Black,59,1,29,11,1,0.153319644
7713,NW,White,69,1,43,24,4,0.298425736
7714,GP,Yellow,115,0,40,22,1,0.238193018
7715,KZN,White,62,0,20,1,0,0.334017796
7716,WC,White,91,0,74,55,0,0.410677618
7717,FS,Silver,44,1,76,58,1,0.153319644
7718,WC,Green,201,1,25,7,1,0.438056126
7720,WC,Black,82,0,47,28,0,0.210814511
7721,KZN,Black,60,0,43,25,1,0.281998631
7722,WC,Red,144,1,47,28,3,0.112251882
7723,GP,Red,83,1,27,8,2,0.454483231
7724,KZN,Silver,113,0,23,5,1,0.457221081
7725,GP,Red,224,0,26,7,1,0.224503765
7726,NW,Black,115,0,21,1,1,0.443531828
7727,GP,Yellow,113,1,68,48,0,0.117727584
7728,WC,White,247,1,64,45,1,0.31211499
7729,GP,Blue,110,1,29,11,1,0.254620123
7730,FS,Red,263,1,67,49,1,0.405201916
7731,GP,Red,285,1,76,57,1,0.20807666
7732,KZN,White,131,1,85,66,0,0.041067762
7733,KZN,White,123,1,36,18,1,0.361396304
7734,WC,Silver,256,0,50,31,1,0.169746749
7735,FS,Red,70,1,21,3,3,0.473648186
7737,EC,White,99,0,54,36,1,0.465434634
7738,NW,Silver,83,1,19,0,0,0.265571526
7739,WC,Silver,182,1,83,65,0,0.019164956
7740,WC,Blue,73,0,60,41,1,0.328542094
7741,GP,White,123,1,40,21,0,0.019164956
7742,KZN,Silver,75,0,58,40,2,0.114989733
7743,GP,Black,145,1,31,11,0,0.032854209
7744,MP,White,122,0,50,32,5,0.358658453
7745,WC,Yellow,163,0,64,46,2,0.030116359
7746,KZN,Black,82,1,40,21,1,0.062970568
7747,GP,Silver,135,1,30,12,2,0.372347707
7748,GP,Red,89,0,31,13,2,0.262833676
7749,NW,Black,130,1,74,55,0,0.076659822
7750,KZN,White,373,0,29,11,1,0.484599589
7751,KZN,Red,79,0,34,15,1,0.265571526
7752,EC,White,141,0,39,19,0,0.191649555
7753,WC,Red,111,1,24,4,1,0.273785079
7754,FS,Green,94,1,57,38,1,0.492813142
7755,NW,Blue,324,1,84,66,1,0.402464066
7756,GP,Red,118,1,25,6,5,0.038329911
7757,WC,White,145,0,68,49,1,0.210814511
7758,EC,Silver,57,0,49,30,0,0.049281314
7759,FS,Red,69,1,61,43,1,0.386036961
7760,WC,Silver,212,1,29,11,0,0.432580424
7761,KZN,Green,166,1,34,15,4,0.377823409
7763,MP,Yellow,87,1,64,45,0,0.473648186
7764,KZN,White,105,1,53,34,1,0.210814511
7765,KZN,Black,171,0,20,1,0,0.046543463
7766,GP,Red,68,0,35,17,1,0.191649555
7767,KZN,Black,180,1,27,9,0,0.377823409
7768,MP,White,150,0,23,4,0,0.292950034
7769,FS,Blue,47,0,26,8,0,0.191649555
7770,LIM,Black,117,0,26,8,1,0.087611225
7771,GP,Green,144,1,64,45,0,0.323066393
7772,WC,Red,95,0,63,45,1,0.117727584
7773,NW,Blue,144,1,23,5,0,0.010951403
7774,NW,Silver,219,0,56,38,1,0.049281314
7775,NW,Silver,131,1,33,14,0,0.254620123
7776,WC,White,105,1,29,10,1,0.052019165
7777,MP,Green,148,1,48,30,1,0.473648186
7778,MP,Yellow,133,0,35,17,1,0.361396304
7779,KZN,Black,102,1,25,7,1,0.421629021
7780,KZN,Red,123,1,21,3,0,0.210814511
7781,NW,Blue,108,1,37,18,2,0.290212183
7782,KZN,Green,170,1,61,43,1,0.177960301
7783,KZN,White,165,1,70,51,1,0.355920602
7784,GP,Yellow,97,0,30,12,1,0.043805613
7785,WC,White,132,1,85,67,5,0.03559206
7786,KZN,White,164,0,27,9,1,0.145106092
7787,GP,Blue,82,1,66,48,2,0.199863107
7788,WC,White,62,0,37,18,0,0.101300479
7789,WC,Red,95,1,19,0,1,0.34770705
7790,WC,Silver,82,0,41,23,0,0.216290212
7791,GP,White,80,0,45,26,1,0.410677618
7792,KZN,Black,67,0,79,61,1,0.407939767
7793,NW,Yellow,199,0,26,7,1,0.27652293
7794,WC,Black,324,0,23,5,3,0.098562628
7795,NW,Black,70,0,41,23,1,0.10403833
7796,MP,Red,124,0,31,12,1,0.435318275
7797,FS,Blue,146,0,46,27,3,0.114989733
7798,WC,White,164,0,67,47,3,0.399726215
7799,EC,Yellow,171,0,42,23,0,0.375085558
7800,EC,White,83,0,48,30,1,0.150581793
7801,WC,Blue,97,1,61,42,5,0.314852841
7802,MP,Red,84,0,28,10,1,0.45174538
7803,GP,Black,135,1,26,8,2,0.446269678
7804,KZN,White,140,1,38,19,1,0.492813142
7805,WC,Black,42,1,39,21,1,0.109514031
7806,EC,Blue,117,1,26,8,1,0.331279945
7807,EC,Yellow,85,0,80,62,1,0.134154689
7808,GP,Yellow,144,0,21,3,0,0.34770705
7809,NW,Red,91,0,22,4,0,0.131416838
7810,KZN,Green,96,1,50,32,0,0.008213552
7811,FS,Red,106,1,35,17,2,0.205338809
7812,WC,Yellow,166,0,41,23,1,0.016427105
7813,WC,Red,116,0,21,2,1,0.443531828
7814,WC,Black,111,1,45,27,1,0.334017796
7815,WC,Silver,287,0,30,11,2,0.394250513
7816,WC,Red,133,1,86,68,3,0.386036961
7817,MP,Black,145,1,64,46,2,0.205338809
7818,GP,Silver,138,0,26,8,1,0.079397673
7819,FS,White,237,1,22,3,1,0.038329911
7820,FS,White,149,0,27,9,0,0.101300479
7821,MP,White,99,1,45,27,1,0.221765914
7822,FS,White,89,0,21,3,1,0.473648186
7823,KZN,Black,151,1,37,18,0,0.095824778
7824,NW,White,116,1,26,6,0,0.082135524
7825,WC,Black,129,0,77,57,1,0.295687885
7826,GP,Red,60,0,83,64,0,0.13963039
7828,KZN,Red,114,0,48,30,2,0.424366872
7829,WC,White,119,0,45,26,1,0.462696783
7830,GP,White,104,1,55,37,1,0.407939767
7831,WC,Black,57,0,18,0,2,0.484599589
7832,KZN,Red,58,0,65,47,1,0.273785079
7833,WC,Red,135,0,66,47,0,0.306639288
7834,KZN,Yellow,55,0,21,2,0,0.191649555
7835,GP,Blue,175,0,64,46,1,0.41889117
7837,EC,Red,107,1,29,10,2,0.355920602
7838,WC,White,74,0,81,63,0,0.112251882
7839,MP,White,75,0,76,57,1,0.03559206
7840,MP,White,56,0,35,17,1,0.120465435
7841,NW,White,119,1,68,50,0,0.339493498
7842,WC,Green,142,1,22,4,1,0.465434634
7843,FS,Blue,154,1,37,19,1,0.038329911
7844,WC,Green,155,1,65,47,1,0.41889117
7845,FS,Red,126,0,41,22,0,0.188911704
7846,NW,Black,126,0,42,24,2,0.032854209
7847,EC,Black,125,1,44,25,0,0.065708419
7848,WC,White,65,0,70,52,1,0.295687885
7849,WC,Red,82,0,60,41,0,0.052019165
7850,WC,Silver,71,1,40,21,1,0.101300479
7851,GP,Silver,78,1,22,3,0,0.191649555
7852,WC,Silver,216,1,86,68,2,0.446269678
7853,GP,White,81,0,49,31,0,0.188911704
7854,GP,White,132,1,31,13,0,0.440793977
7855,GP,White,102,0,43,24,1,0.41889117
7856,WC,Black,227,0,29,10,2,0.303901437
7857,GP,White,119,1,40,22,3,0.032854209
7858,EC,Blue,108,0,28,9,1,0.167008898
7859,WC,Green,171,0,46,28,2,0.17522245
7860,GP,Yellow,109,1,21,3,1,0.366872005
7861,EC,Silver,266,0,57,39,2,0.076659822
7862,FS,White,76,0,50,32,1,0.334017796
7863,GP,Red,108,0,74,55,1,0.128678987
7864,MP,Red,63,1,19,0,0,0.060232717
7865,MP,White,154,1,74,55,1,0.106776181
7866,KZN,Green,129,1,22,3,0,0.046543463
7867,GP,White,99,1,87,68,2,0.106776181
7868,WC,Red,201,0,58,39,1,0.054757016
7869,EC,White,191,0,26,8,1,0.032854209
7870,WC,White,127,0,20,2,3,0.227241615
7871,GP,Red,61,0,55,36,1,0.027378508
7873,WC,Black,151,0,75,56,1,0.145106092
7874,KZN,White,61,0,31,13,2,0.24366872
7875,KZN,Silver,167,0,51,32,1,0.219028063
7876,WC,Yellow,82,1,37,19,0,0.246406571
7877,GP,Silver,206,1,69,51,1,0.320328542
7878,KZN,White,140,0,36,18,1,0.120465435
7879,NW,Black,144,0,78,60,2,0.432580424
7880,WC,Green,174,0,33,15,1,0.016427105
7881,NW,Silver,105,0,67,49,2,0.219028063
7882,EC,Silver,107,0,51,33,1,0.369609856
7883,NW,Green,183,0,61,43,4,0.358658453
7884,GP,Red,96,0,28,9,1,0.260095825
7885,MP,White,152,1,44,26,1,0.101300479
7886,KZN,Green,141,1,25,6,1,0.449007529
7887,WC,Blue,80,0,82,64,1,0.150581793
7888,GP,White,195,1,67,49,0,0.240930869
7889,WC,Red,226,1,85,66,1,0.027378508
7890,FS,Silver,107,1,51,32,0,0.350444901
7891,GP,Black,291,1,57,39,0,0.262833676
7892,LIM,Blue,191,1,75,57,2,0.150581793
7893,GP,Yellow,102,0,18,0,0,0.213552361
7894,WC,Black,118,1,80,62,1,0.399726215
7895,NW,Green,58,0,85,67,0,0.314852841
7896,KZN,Black,131,0,60,42,4,0.030116359
7897,WC,White,97,0,73,54,2,0.262833676
7898,MP,Blue,63,1,85,65,4,0.438056126
7899,EC,Yellow,58,1,65,46,0,0.251882272
7900,KZN,Green,46,1,86,68,1,0.232717317
7901,EC,White,137,1,29,11,1,0.468172485
7902,KZN,White,119,0,75,57,0,0.219028063
7903,NW,Red,43,1,35,17,0,0.377823409
7904,GP,White,125,0,42,22,1,0.224503765
7905,WC,Red,87,0,50,32,1,0.48733744
7906,WC,Black,147,0,52,33,1,0.295687885
7907,KZN,Black,122,1,41,21,0,0.295687885
7908,GP,Yellow,220,0,67,49,0,0.361396304
7909,GP,Yellow,148,0,36,17,1,0.030116359
7910,GP,Black,86,0,69,51,0,0.388774812
7911,EC,Green,118,1,85,67,2,0.076659822
7912,WC,Silver,241,1,70,52,3,0.186173854
7913,WC,Red,147,1,27,8,3,0.34770705
7914,WC,Red,144,0,64,45,1,0.1724846
7915,KZN,Black,187,0,47,29,2,0.227241615
7916,EC,Silver,151,1,23,4,2,0.030116359
7917,FS,White,109,0,20,2,0,0.054757016
7918,WC,White,125,1,45,26,1,0.435318275
7919,EC,White,169,1,75,56,0,0.07118412
7920,EC,Silver,44,1,63,45,1,0.457221081
7921,WC,White,143,1,21,3,0,0.216290212
7922,EC,Red,174,0,19,1,3,0.41889117
7923,WC,White,116,0,32,13,0,0.41889117
7924,KZN,Red,114,1,82,63,2,0.358658453
7925,NW,Yellow,106,0,28,10,0,0.013689254
7926,EC,Silver,171,1,22,4,2,0.216290212
7927,GP,White,121,0,42,24,1,0.303901437
7928,KZN,Blue,59,0,83,65,0,0.005475702
7929,GP,White,123,1,82,63,0,0.306639288
7930,WC,White,129,0,28,9,1,0.380561259
7931,WC,Yellow,134,0,45,27,1,0.101300479
7932,EC,Yellow,68,0,26,8,1,0.435318275
7933,WC,Red,51,0,23,5,1,0.164271047
7934,EC,White,201,0,18,0,0,0.446269678
7935,KZN,White,181,0,65,46,1,0.432580424
7936,KZN,Red,257,1,52,34,2,0.027378508
7937,EC,White,119,1,53,34,1,0.046543463
7938,WC,White,100,1,39,20,0,0.13963039
7939,GP,Black,94,0,23,5,1,0.177960301
7940,WC,Red,135,0,32,14,2,0.197125257
7942,KZN,White,105,1,63,45,4,0.27926078
7943,GP,White,58,1,27,9,1,0.125941136
7944,NW,White,269,1,78,60,0,0.459958932
7945,NW,Black,85,0,56,36,0,0.281998631
7946,MP,Yellow,185,0,52,34,0,0.38329911
7947,EC,Red,88,0,32,13,0,0.043805613
7948,KZN,Green,136,0,57,38,2,0.325804244
7949,KZN,Black,103,1,28,8,1,0.027378508
7950,WC,White,87,0,23,4,1,0.210814511
7951,FS,White,147,1,26,8,0,0.31211499
7952,GP,White,186,0,86,67,1,0.421629021
7953,WC,Green,57,1,82,64,0,0.27652293
7954,FS,White,186,0,32,14,2,0.396988364
7955,WC,White,139,0,37,18,1,0.396988364
7956,WC,Silver,160,1,26,8,1,0.306639288
7957,KZN,White,46,1,68,49,1,0.490075291
7958,WC,White,198,0,61,42,1,0.358658453
7959,EC,White,145,0,27,9,0,0.257357974
7960,GP,White,72,0,77,59,0,0.369609856
7961,GP,Black,164,0,26,7,0,0.443531828
7962,FS,Silver,197,1,19,1,1,0.216290212
7963,MP,White,111,1,46,26,1,0.202600958
7964,GP,White,148,0,19,0,1,0.34770705
7965,FS,Silver,95,1,35,17,2,0.246406571
7966,WC,White,66,1,30,11,0,0.290212183
7967,KZN,White,114,0,50,32,1,0.224503765
7968,NW,Green,81,0,32,13,1,0.156057495
7969,WC,Silver,342,1,61,42,2,0.290212183
7970,MP,Red,130,0,57,39,2,0.45174538
7971,FS,Black,195,1,49,31,1,0.432580424
7972,MP,Silver,84,1,79,59,2,0.325804244
7973,KZN,Green,165,0,61,42,1,0.145106092
7974,MP,Blue,100,0,63,43,1,0.314852841
7975,GP,White,238,0,69,50,2,0.106776181
7976,FS,Silver,145,1,75,57,1,0.145106092
7977,FS,Green,51,0,36,16,0,0.164271047
7979,EC,Green,122,0,75,56,2,0.109514031
7980,WC,White,225,1,27,8,2,0.405201916
7981,FS,White,63,1,45,27,1,0.065708419
7982,EC,White,181,0,57,39,2,0.186173854
7983,GP,Silver,178,0,57,39,1,0.147843943
7984,WC,White,124,0,55,37,2,0.421629021
7985,WC,White,144,0,52,34,2,0.284736482
7986,WC,Silver,47,1,26,8,1,0.177960301
7987,GP,Silver,163,0,20,2,0,0.145106092
7988,GP,Yellow,190,1,70,51,0,0.492813142
7989,KZN,Black,139,1,52,34,0,0.114989733
7990,GP,Red,139,0,21,2,1,0.281998631
7991,WC,Red,112,1,76,58,2,0.320328542
7992,WC,Red,138,1,69,50,2,0.396988364
7993,KZN,Red,82,1,48,30,1,0.147843943
7994,EC,Green,185,0,45,26,0,0.325804244
7995,GP,White,176,0,21,3,2,0.292950034
7996,EC,Silver,162,0,66,48,0,0.147843943
7997,WC,Red,352,1,53,34,1,0.021902806
7999,EC,Silver,170,1,29,10,1,0.161533196
8000,KZN,Green,174,0,25,7,3,0.402464066
8002,WC,White,105,1,23,5,0,0.030116359
8003,KZN,Red,139,1,30,12,1,0.057494867
8004,WC,Silver,142,0,49,30,1,0.112251882
8005,KZN,White,52,1,25,7,1,0.158795346
8006,MP,White,59,0,30,12,1,0.117727584
8007,EC,White,161,0,47,29,2,0.284736482
8009,WC,Blue,81,0,61,43,0,0.268309377
8010,GP,White,147,0,43,24,0,0.134154689
8011,WC,Black,50,1,67,49,2,0.479123888
8012,WC,White,94,0,51,33,1,0.257357974
8013,FS,White,132,0,30,12,2,0.284736482
8014,NW,White,221,0,65,47,4,0.134154689
8015,KZN,White,134,0,37,19,2,0.024640657
8016,WC,Yellow,141,1,22,3,1,0.380561259
8017,WC,Silver,59,1,34,15,3,0.424366872
8018,WC,Red,227,0,28,10,5,0.186173854
8019,LIM,Yellow,103,1,79,60,2,0
8020,MP,Red,89,0,73,55,2,0.087611225
8021,WC,Red,123,0,45,26,0,0.265571526
8022,FS,White,120,1,26,8,1,0.114989733
8023,KZN,White,248,0,21,2,3,0.1724846
8024,WC,Silver,117,0,38,19,1,0.41889117
8025,WC,Red,169,1,32,14,1,0.265571526
8026,LIM,Silver,176,1,26,8,0,0.049281314
8027,GP,Black,141,1,59,41,0,0.199863107
8028,NW,Black,172,1,83,64,2,0.476386037
8029,FS,Blue,80,0,25,6,0,0.13963039
8030,NW,White,173,1,46,28,0,0.197125257
8031,WC,White,133,1,75,57,0,0.446269678
8032,FS,White,104,0,83,65,2,0.31211499
8033,EC,Red,65,1,75,56,1,0.334017796
8034,GP,Green,75,1,21,2,0,0.221765914
8035,EC,Black,66,0,77,58,1,0.254620123
8036,KZN,White,53,0,20,2,3,0.10403833
8037,EC,Black,103,1,53,34,2,0.462696783
8038,GP,Yellow,154,1,72,54,5,0.446269678
8039,GP,Black,250,1,79,61,1,0.435318275
8040,WC,Black,269,1,52,34,1,0.084873374
8041,NW,Red,46,0,65,46,2,0.372347707
8042,WC,Yellow,145,1,20,2,2,0
8043,GP,Silver,90,0,27,9,3,0.052019165
8044,GP,White,112,1,52,33,1,0.454483231
8045,MP,Black,107,0,76,58,1,0.449007529
8046,WC,Black,120,1,30,11,0,0.342231348
8047,GP,Black,136,0,66,48,0,0.375085558
8048,WC,White,174,0,53,35,2,0.153319644
8049,GP,Red,125,0,24,5,1,0.128678987
8050,WC,Black,133,1,27,9,0,0.093086927
8051,NW,White,154,0,21,2,2,0.31211499
8052,GP,Red,127,0,84,66,3,0.03559206
8053,NW,Red,127,0,51,33,0,0.257357974
8054,WC,Red,97,0,53,33,2,0.177960301
8055,WC,Red,145,1,48,30,2,0.177960301
8056,WC,Silver,192,1,71,52,3,0.410677618
8057,NW,Yellow,107,1,29,11,0,0.090349076
8058,FS,Black,178,1,26,8,2,0.427104723
8059,GP,White,180,1,76,57,0,0.355920602
8060,FS,Green,121,1,71,53,0,0.251882272
8061,GP,White,52,1,59,41,1,0.295687885
8062,KZN,Black,83,1,42,24,0,0.303901437
8063,EC,Red,73,1,50,32,2,0.375085558
8064,NW,White,142,1,70,52,0,0.271047228
8065,NW,Black,100,0,41,23,1,0.481861739
8066,WC,White,92,1,38,19,0,0.17522245
8067,GP,Red,103,0,48,29,1,0.087611225
8068,WC,Black,67,0,72,53,0,0.038329911
8069,NW,White,200,1,60,41,2,0.465434634
8070,FS,Silver,86,0,32,14,3,0.314852841
8071,GP,Silver,199,0,18,0,1,0.465434634
8072,NW,Silver,94,0,44,26,0,0.484599589
8073,FS,Green,101,0,26,8,2,0.427104723
8074,WC,Black,126,0,63,44,1,0.262833676
8075,NW,White,139,1,46,28,0,0.235455168
8076,WC,Red,192,1,84,66,0,0.136892539
8077,WC,Black,94,0,66,47,1,0.145106092
8078,WC,Silver,94,1,33,15,0,0.07118412
8079,FS,Blue,208,1,39,20,0,0.292950034
8080,WC,White,263,1,42,23,3,0.41615332
8081,MP,Yellow,242,1,19,1,0,0.109514031
8082,FS,Red,162,1,60,42,2,0.454483231
8083,FS,White,85,0,20,2,1,0.10403833
8084,WC,Red,96,1,35,16,1,0.098562628
8085,EC,White,99,1,54,35,1,0.481861739
8086,KZN,Silver,122,1,72,54,1,0.046543463
8087,WC,White,74,1,29,11,1,0.065708419
8088,KZN,Black,59,0,51,32,0,0.375085558
8089,WC,White,118,1,31,13,0,0.34770705
8090,WC,Silver,84,1,35,15,2,0.251882272
8091,KZN,White,165,1,50,32,1,0
8092,WC,Blue,49,0,29,11,1,0
8093,WC,White,172,0,77,56,1,0.136892539
8094,EC,Black,199,0,41,21,1,0.021902806
8095,KZN,Red,66,0,71,53,0,0.158795346
8096,KZN,Red,253,0,80,62,1,0.153319644
8097,NW,Black,49,0,79,61,1,0.027378508
8098,GP,White,253,1,47,28,1,0.372347707
8099,NW,Blue,77,0,29,11,2,0.205338809
8100,KZN,Black,89,0,34,16,2,0.435318275
8101,FS,White,125,0,32,13,0,0.062970568
8102,WC,White,158,0,23,5,0,0.150581793
8103,GP,Blue,349,1,41,20,0,0.161533196
8104,EC,White,216,1,31,12,2,0.087611225
8105,MP,Black,339,0,69,51,2,0.24366872
8106,WC,White,116,0,33,14,1,0.292950034
8107,FS,Red,66,1,24,6,0,0.019164956
8109,NW,Blue,86,0,78,59,4,0.084873374
8110,GP,Red,126,0,21,3,0,0.016427105
8111,KZN,Black,83,1,73,55,1,0.413415469
8112,WC,White,120,1,87,66,1,0.131416838
8113,GP,Red,142,0,59,41,3,0.188911704
8114,WC,Green,110,1,54,35,1,0.331279945
8115,WC,Black,139,0,33,15,3,0.410677618
8116,EC,Black,74,0,31,13,1,0.459958932
8117,WC,White,168,0,72,54,0,0.150581793
8118,GP,White,68,1,20,2,1,0.128678987
8119,KZN,White,106,0,18,0,1,0.443531828
8120,GP,Red,176,1,71,53,1,0.240930869
8121,NW,Silver,57,1,29,10,2,0.093086927
8122,NW,Green,116,0,73,55,1,0.413415469
8123,KZN,Red,72,1,50,32,3,0.396988364
8124,GP,White,40,1,22,4,0,0.093086927
8125,GP,White,150,1,61,43,0,0.48733744
8126,WC,Blue,138,0,68,48,2,0.232717317
8127,EC,Red,148,1,45,25,3,0.440793977
8128,KZN,Yellow,145,1,55,37,2,0.219028063
8129,WC,Red,180,1,26,8,1,0.391512663
8130,FS,Black,112,0,47,29,1,0.167008898
8131,FS,Yellow,171,0,38,20,3,0.394250513
8132,NW,White,128,1,73,53,1,0.076659822
8133,EC,Red,237,0,19,1,0,0.353182752
8134,NC,White,133,1,45,26,1,0.232717317
8135,WC,Black,116,1,49,30,2,0.186173854
8136,NW,White,67,0,84,65,1,0.07118412
8137,WC,Silver,48,0,77,58,2,0.410677618
8138,WC,Black,40,0,54,36,2,0.421629021
8139,FS,Black,60,0,30,12,1,0.183436003
8140,WC,White,157,1,75,57,1,0.473648186
8141,FS,Red,166,0,24,5,1,0.013689254
8142,GP,Blue,41,0,29,10,1,0.095824778
8143,WC,Blue,55,0,74,56,1,0.465434634
8144,WC,Yellow,61,0,76,57,4,0.287474333
